response,cv,region,identity,experience,date,ssyk1,vacancy,sent,ssyk
"",1,Stockholm,2,3,2018-06-08,5,2794,2018-06-07,5131
"",3,Stockholm,1,2,2018-04-10,5,2844,2018-04-09,5131
"",3,Stockholm,3,3,2018-08-08,5,2872,2018-08-07,5131
"",2,Stockholm,4,2,2018-06-08,5,3032,2018-06-07,5131
Ja,2,Stockholm,4,1,2018-08-17,5,3099,2018-08-16,5131
"",1,Stockholm,4,2,2018-10-12,5,3101,2018-10-11,5131
"",1,Stockholm,2,3,2018-04-10,5,3159,2018-04-09,5131
"",3,Stockholm,1,1,2018-08-13,5,3236,2018-08-12,5131
"",3,Stockholm,4,1,2018-08-08,5,3242,2018-08-07,5131
"",1,Stockholm,3,3,2018-03-22,5,3298,2018-03-22,5131
"",3,Stockholm,3,2,2018-08-29,5,67,2018-08-29,5131
Ja,3,Stockholm,1,1,2018-04-05,5,128,2018-04-05,5131
"",1,Stockholm,3,3,2018-08-29,5,136,2018-08-29,5131
"",3,Stockholm,1,1,2018-05-04,5,310,2018-05-06,5131
"",3,Stockholm,4,3,2018-10-10,5,316,2018-10-10,5131
"",2,Stockholm,4,2,2018-09-14,5,322,2018-09-16,5131
"",3,Stockholm,3,2,2018-08-31,5,378,2018-09-02,5131
"",2,Stockholm,1,3,2018-04-16,5,435,2018-04-16,5131
"",3,Stockholm,1,3,2018-10-03,5,454,2018-10-03,5131
"",2,Stockholm,2,1,2018-08-31,5,467,2018-09-02,5131
"",1,Stockholm,3,1,2018-08-20,5,618,2018-08-20,5131
"",2,Stockholm,1,2,2018-03-22,5,619,2018-03-23,5131
"",2,Stockholm,3,3,2018-04-04,5,622,2018-04-04,5131
"",2,Stockholm,3,3,2018-10-24,5,740,2018-10-24,5131
"",3,Stockholm,1,2,2018-08-13,5,755,2018-08-13,5131
"",3,Stockholm,3,3,2018-05-25,5,756,2018-05-27,5131
"",2,Stockholm,4,2,2018-05-25,5,810,2018-05-27,5131
"",3,Stockholm,4,2,2018-04-20,5,1119,2018-04-22,5131
"",2,Stockholm,4,3,2018-04-11,5,1129,2018-04-11,5131
Ja,2,Stockholm,2,3,2018-09-17,5,1178,2018-09-17,5131
"",1,Stockholm,3,3,2018-06-08,5,1194,2018-06-10,5131
Ja,1,Stockholm,1,2,2018-04-27,5,1203,2018-04-29,5131
"",2,Stockholm,2,1,2018-08-24,5,1260,2018-08-26,5131
"",3,Stockholm,1,1,2018-04-04,5,1280,2018-04-04,5131
"",1,Stockholm,3,2,2018-04-10,5,1287,2018-04-10,5131
"",2,Stockholm,3,3,2018-10-26,5,1341,2018-10-29,5131
"",1,Stockholm,4,2,2018-04-20,5,1369,2018-04-22,5131
"",2,Stockholm,3,1,2018-05-16,5,1410,2018-05-16,5131
"",1,Stockholm,4,2,2018-04-11,5,1418,2018-04-11,5131
"",2,Stockholm,1,1,2018-04-04,5,1656,2018-04-04,5131
"",1,Stockholm,3,2,2018-04-04,5,1659,2018-04-04,5131
"",3,Stockholm,2,3,2018-03-22,5,1693,2018-03-23,5131
"",2,Stockholm,3,2,2018-04-04,5,1722,2018-04-04,5131
"",2,Stockholm,3,3,2018-04-13,5,1781,2018-04-15,5131
"",1,Stockholm,2,1,2018-03-26,5,1835,2018-03-26,5131
"",1,Stockholm,4,1,2018-09-17,5,1884,2018-09-17,5131
"",1,Stockholm,1,3,2018-05-16,5,1895,2018-05-16,5131
"",3,Stockholm,1,1,2018-10-17,5,1907,2018-10-17,5131
Ja,3,Stockholm,2,3,2018-08-24,5,1912,2018-08-26,5131
"",3,Stockholm,3,1,2018-10-29,5,1969,2018-10-30,5131
"",1,Stockholm,2,3,2018-05-09,5,1975,2018-05-09,5131
"",2,Stockholm,2,1,2018-08-08,5,1996,2018-08-08,5131
"",2,Stockholm,1,2,2018-05-04,5,2013,2018-05-06,5131
Ja,3,Stockholm,3,1,2018-04-11,5,2032,2018-04-11,5131
"",3,Stockholm,3,3,2018-03-26,5,2041,2018-03-26,5131
"",3,Stockholm,1,2,2018-10-22,5,2058,2018-10-22,5131
"",2,Stockholm,4,1,2018-03-26,5,2080,2018-03-26,5131
"",1,Stockholm,4,1,2018-03-26,5,2093,2018-03-26,5131
"",1,Stockholm,2,1,2018-04-25,5,2109,2018-04-25,5131
Ja,3,Stockholm,2,1,2018-09-26,5,2160,2018-09-26,5131
Ja,2,Stockholm,4,2,2018-08-29,5,2241,2018-08-29,5131
"",3,Stockholm,3,3,2018-08-15,5,2447,2018-08-15,5131
Ja,3,Stockholm,4,3,2018-05-16,5,2459,2018-05-16,5131
"",1,Stockholm,3,3,2018-04-25,5,2460,2018-04-25,5131
"",1,Stockholm,3,1,2018-05-16,5,2469,2018-05-16,5131
"",2,Stockholm,1,3,2018-08-08,5,2518,2018-08-08,5131
Ja,3,Stockholm,2,1,2018-05-23,5,2549,2018-05-23,5131
"",3,Stockholm,3,3,2018-05-16,5,2612,2018-05-16,5131
"",1,Stockholm,1,1,2018-10-01,5,2671,2018-10-01,5131
"",1,Stockholm,3,2,2018-03-26,5,2753,2018-03-26,5131
"",1,Stockholm,1,3,2018-04-10,5,2771,2018-04-10,5131
"",2,Stockholm,1,2,2018-04-30,5,2786,2018-04-30,5131
"",3,Stockholm,1,2,2018-06-08,5,2794,2018-06-10,5131
"",1,Stockholm,2,3,2018-04-10,5,2844,2018-04-10,5131
"",2,Stockholm,2,1,2018-08-08,5,2872,2018-08-08,5131
"",3,Stockholm,1,1,2018-06-08,5,3032,2018-06-10,5131
"",3,Stockholm,3,2,2018-08-17,5,3099,2018-08-19,5131
"",2,Stockholm,3,1,2018-10-12,5,3101,2018-10-14,5131
"",2,Stockholm,3,2,2018-04-10,5,3159,2018-04-10,5131
"",1,Stockholm,4,2,2018-08-13,5,3236,2018-08-13,5131
Ja,2,Stockholm,1,3,2018-08-08,5,3242,2018-08-08,5131
"",2,Stockholm,2,2,2018-03-22,5,3298,2018-03-23,5131
"",1,Stockholm,4,1,2018-08-29,5,67,2018-08-30,5131
Ja,2,Stockholm,2,3,2018-04-05,5,128,2018-04-08,5131
Ja,2,Stockholm,2,2,2018-08-29,5,136,2018-08-30,5131
"",2,Stockholm,2,3,2018-05-04,5,310,2018-05-07,5131
"",1,Stockholm,3,1,2018-10-10,5,316,2018-10-11,5131
"",1,Stockholm,3,3,2018-09-14,5,322,2018-09-17,5131
"",2,Stockholm,4,3,2018-08-31,5,378,2018-09-03,5131
"",1,Stockholm,2,2,2018-04-16,5,435,2018-04-17,5131
"",2,Stockholm,4,2,2018-10-03,5,454,2018-10-04,5131
"",3,Stockholm,4,2,2018-08-31,5,467,2018-09-03,5131
"",3,Stockholm,4,2,2018-08-20,5,618,2018-08-21,5131
"",3,Stockholm,3,1,2018-03-22,5,619,2018-03-25,5131
"",3,Stockholm,2,1,2018-04-04,5,622,2018-04-05,5131
"",3,Stockholm,2,1,2018-10-24,5,740,2018-10-25,5131
"",2,Stockholm,4,3,2018-08-13,5,755,2018-08-14,5131
"",2,Stockholm,2,1,2018-05-25,5,756,2018-05-28,5131
"",3,Stockholm,1,1,2018-05-25,5,810,2018-05-28,5131
"",2,Stockholm,1,1,2018-04-20,5,1119,2018-04-23,5131
Ja,3,Stockholm,2,2,2018-04-11,5,1129,2018-04-12,5131
Ja,1,Stockholm,1,2,2018-09-17,5,1178,2018-09-18,5131
"",2,Stockholm,1,2,2018-06-08,5,1194,2018-06-11,5131
"",3,Stockholm,4,3,2018-04-27,5,1203,2018-04-30,5131
"",1,Stockholm,4,2,2018-08-24,5,1260,2018-08-27,5131
Nej,2,Stockholm,2,2,2018-04-04,5,1280,2018-04-05,5131
"",3,Stockholm,2,1,2018-04-10,5,1287,2018-04-11,5131
"",1,Stockholm,4,2,2018-10-26,5,1341,2018-10-30,5131
"",2,Stockholm,3,3,2018-04-20,5,1369,2018-04-23,5131
"",1,Stockholm,2,3,2018-05-16,5,1410,2018-05-17,5131
"",3,Stockholm,1,1,2018-04-11,5,1418,2018-04-12,5131
"",1,Stockholm,4,3,2018-04-04,5,1656,2018-04-05,5131
"",2,Stockholm,4,1,2018-04-04,5,1659,2018-04-05,5131
"",2,Stockholm,1,2,2018-03-22,5,1693,2018-03-25,5131
"",3,Stockholm,4,1,2018-04-04,5,1722,2018-04-05,5131
"",1,Stockholm,4,2,2018-04-13,5,1781,2018-04-16,5131
Ja,2,Stockholm,1,3,2018-03-26,5,1835,2018-03-27,5131
"",2,Stockholm,1,2,2018-09-17,5,1884,2018-09-18,5131
"",3,Stockholm,3,2,2018-05-16,5,1895,2018-05-17,5131
"",1,Stockholm,3,2,2018-10-17,5,1907,2018-10-18,5131
"",2,Stockholm,4,1,2018-08-24,5,1912,2018-08-27,5131
"",2,Stockholm,1,2,2018-10-29,5,1969,2018-10-31,5131
"",3,Stockholm,3,2,2018-05-09,5,1975,2018-05-10,5131
"",1,Stockholm,3,3,2018-08-08,5,1996,2018-08-09,5131
"",3,Stockholm,2,1,2018-05-04,5,2013,2018-05-07,5131
Ja,1,Stockholm,2,2,2018-04-11,5,2032,2018-04-12,5131
"",1,Stockholm,4,2,2018-03-26,5,2041,2018-03-27,5131
"",1,Stockholm,4,1,2018-10-22,5,2058,2018-10-23,5131
"",1,Stockholm,1,2,2018-03-26,5,2080,2018-03-27,5131
"",2,Stockholm,2,2,2018-03-26,5,2093,2018-03-27,5131
"",3,Stockholm,4,2,2018-04-25,5,2109,2018-04-26,5131
Ja,1,Stockholm,1,3,2018-09-26,5,2160,2018-09-27,5131
Ja,1,Stockholm,2,3,2018-08-29,5,2241,2018-08-30,5131
"",2,Stockholm,4,2,2018-08-15,5,2447,2018-08-16,5131
Ja,2,Stockholm,2,1,2018-05-16,5,2459,2018-05-17,5131
Ja,3,Stockholm,2,2,2018-04-25,5,2460,2018-04-26,5131
Ja,2,Stockholm,1,2,2018-05-16,5,2469,2018-05-17,5131
"",1,Stockholm,4,2,2018-08-08,5,2518,2018-08-09,5131
"",1,Stockholm,4,3,2018-05-23,5,2549,2018-05-24,5131
Intresserad,2,Stockholm,1,2,2018-05-16,5,2612,2018-05-17,5131
"",2,Stockholm,2,3,2018-10-01,5,2671,2018-10-02,5131
"",2,Stockholm,4,3,2018-03-26,5,2753,2018-03-27,5131
"",3,Stockholm,4,2,2018-04-10,5,2771,2018-04-11,5131
"",3,Stockholm,2,1,2018-04-30,5,2786,2018-05-01,5131
"",2,Stockholm,4,1,2018-06-08,5,2794,2018-06-11,5131
"",2,Stockholm,4,1,2018-04-10,5,2844,2018-04-11,5131
"",1,Stockholm,4,2,2018-08-08,5,2872,2018-08-09,5131
"",1,Stockholm,3,3,2018-06-08,5,3032,2018-06-11,5131
"",1,Stockholm,1,3,2018-08-17,5,3099,2018-08-20,5131
"",3,Stockholm,2,3,2018-10-12,5,3101,2018-10-15,5131
"",3,Stockholm,4,1,2018-04-10,5,3159,2018-04-11,5131
"",2,Stockholm,2,3,2018-08-13,5,3236,2018-08-14,5131
Ja,1,Stockholm,2,2,2018-08-08,5,3242,2018-08-09,5131
"",3,Stockholm,4,1,2018-03-22,5,3298,2018-03-25,5131
"",3,Stockholm,4,3,2018-03-22,5,1274,2018-03-22,5149
"",1,Stockholm,3,2,2018-03-22,5,1274,2018-03-23,5149
"",2,Stockholm,2,1,2018-03-22,5,1274,2018-03-25,5149
"",2,Stockholm,1,1,2018-10-12,5,103,2018-10-11,5120
"",3,Stockholm,4,2,2018-05-23,5,1116,2018-05-22,5120
"",2,Stockholm,1,1,2018-10-01,5,2428,2018-09-30,5120
"",1,Stockholm,1,2,2018-04-12,5,2835,2018-04-11,5120
"",3,Stockholm,2,3,2018-10-12,5,103,2018-10-14,5120
"",1,Stockholm,2,3,2018-05-23,5,1116,2018-05-23,5120
"",3,Stockholm,4,3,2018-10-01,5,2428,2018-10-01,5120
"",2,Stockholm,4,1,2018-04-12,5,2835,2018-04-12,5120
"",1,Stockholm,4,2,2018-10-12,5,103,2018-10-15,5120
"",2,Stockholm,3,1,2018-05-23,5,1116,2018-05-24,5120
"",1,Stockholm,2,2,2018-10-01,5,2428,2018-10-02,5120
"",3,Stockholm,2,3,2018-04-12,5,2835,2018-04-15,5120
Ja,2,Stockholm,3,1,2018-05-25,5,120,2018-05-24,5242
Ja,3,Stockholm,3,3,2018-08-13,5,122,2018-08-12,5242
"",3,Stockholm,4,1,2018-04-10,5,148,2018-04-09,5242
Ja,1,Stockholm,3,3,2018-03-22,5,189,2018-03-22,5242
"",3,Stockholm,1,1,2018-08-29,5,234,2018-08-28,5242
"",3,Stockholm,1,1,2018-04-04,5,250,2018-04-03,5242
Ja,2,Stockholm,2,1,2018-03-22,5,395,2018-03-22,5242
"",1,Stockholm,4,1,2018-03-28,5,405,2018-03-27,5242
"",3,Stockholm,4,1,2018-04-20,5,700,2018-04-19,5242
"",1,Stockholm,4,3,2018-10-24,5,788,2018-10-23,5242
Ja,2,Stockholm,1,3,2018-04-11,5,808,2018-04-10,5242
Ja,2,Stockholm,1,3,2018-08-08,5,920,2018-08-07,5242
Ja,3,Stockholm,2,2,2018-10-22,5,948,2018-10-21,5242
"",3,Stockholm,1,1,2018-10-17,5,1110,2018-10-16,5242
"",3,Stockholm,1,2,2018-03-22,5,1297,2018-03-22,5242
"",3,Stockholm,2,2,2018-09-14,5,1551,2018-09-13,5242
"",2,Stockholm,3,1,2018-03-22,5,1631,2018-03-22,5242
"",3,Stockholm,1,3,2018-10-03,5,1718,2018-10-02,5242
"",1,Stockholm,1,3,2018-10-31,5,1729,2018-10-31,5242
"",2,Stockholm,3,1,2018-04-04,5,1931,2018-04-03,5242
Intresserad,1,Stockholm,1,1,2018-10-12,5,1944,2018-10-11,5242
"",3,Stockholm,1,1,2018-10-01,5,2001,2018-09-30,5242
Ja,3,Stockholm,3,1,2018-04-16,5,2077,2018-04-15,5242
Ja,1,Stockholm,3,1,2018-03-22,5,2097,2018-03-22,5242
Ja,3,Stockholm,4,1,2018-03-22,5,2217,2018-03-22,5242
"",1,Stockholm,4,1,2018-04-10,5,2278,2018-04-09,5242
Ja,3,Stockholm,2,1,2018-03-22,5,2351,2018-03-22,5242
Ja,3,Stockholm,4,2,2018-03-22,5,2385,2018-03-22,5242
Intresserad,1,Stockholm,4,1,2018-05-16,5,2414,2018-05-15,5242
"",2,Stockholm,2,2,2018-04-11,5,2480,2018-04-10,5242
"",1,Stockholm,3,3,2018-03-22,5,2488,2018-03-22,5242
"",2,Stockholm,2,2,2018-08-08,5,2596,2018-08-07,5242
"",1,Stockholm,2,2,2018-03-26,5,2726,2018-03-25,5242
"",2,Stockholm,3,3,2018-04-16,5,3029,2018-04-15,5242
"",3,Stockholm,1,2,2018-09-07,5,3061,2018-09-06,5242
Nej,1,Stockholm,3,3,2018-03-28,5,3154,2018-03-27,5242
Ja,1,Stockholm,4,2,2018-03-22,5,3180,2018-03-22,5242
Ja,3,Stockholm,4,3,2018-03-26,5,3191,2018-03-25,5242
Ja,3,Stockholm,1,3,2018-05-25,5,120,2018-05-27,5242
Ja,2,Stockholm,1,1,2018-08-13,5,122,2018-08-13,5242
Ja,1,Stockholm,1,3,2018-04-10,5,148,2018-04-10,5242
Ja,2,Stockholm,2,2,2018-03-22,5,189,2018-03-23,5242
Ja,1,Stockholm,2,3,2018-08-29,5,234,2018-08-29,5242
"",2,Stockholm,3,3,2018-04-04,5,250,2018-04-04,5242
Ja,3,Stockholm,1,3,2018-03-22,5,395,2018-03-23,5242
"",2,Stockholm,3,3,2018-03-28,5,405,2018-03-28,5242
Ja,1,Stockholm,2,2,2018-04-20,5,700,2018-04-22,5242
Nej,3,Stockholm,3,2,2018-10-24,5,788,2018-10-24,5242
Ja,1,Stockholm,3,1,2018-04-11,5,808,2018-04-11,5242
"",1,Stockholm,3,2,2018-08-08,5,920,2018-08-08,5242
Ja,2,Stockholm,4,1,2018-10-22,5,948,2018-10-22,5242
"",1,Stockholm,4,3,2018-10-17,5,1110,2018-10-17,5242
"",1,Stockholm,3,1,2018-03-22,5,1297,2018-03-23,5242
"",2,Stockholm,4,3,2018-09-14,5,1551,2018-09-16,5242
"",3,Stockholm,1,2,2018-03-22,5,1631,2018-03-23,5242
"",2,Stockholm,3,1,2018-10-03,5,1718,2018-10-03,5242
"",3,Stockholm,3,2,2018-10-31,5,1729,2018-11-01,5242
Ja,3,Stockholm,1,2,2018-04-04,5,1931,2018-04-04,5242
Intresserad,2,Stockholm,3,3,2018-10-12,5,1944,2018-10-14,5242
Ja,1,Stockholm,4,3,2018-10-01,5,2001,2018-10-01,5242
Ja,1,Stockholm,1,3,2018-04-16,5,2077,2018-04-16,5242
Ja,3,Stockholm,1,3,2018-03-22,5,2097,2018-03-23,5242
Ja,2,Stockholm,1,2,2018-03-22,5,2217,2018-03-23,5242
Intresserad,2,Stockholm,1,3,2018-04-10,5,2278,2018-04-10,5242
"",2,Stockholm,4,2,2018-03-22,5,2351,2018-03-23,5242
Ja,1,Stockholm,3,3,2018-03-22,5,2385,2018-03-23,5242
Intresserad,2,Stockholm,3,2,2018-05-16,5,2414,2018-05-16,5242
"",3,Stockholm,1,1,2018-04-11,5,2480,2018-04-11,5242
"",3,Stockholm,4,2,2018-03-22,5,2488,2018-03-23,5242
"",1,Stockholm,3,3,2018-08-08,5,2596,2018-08-08,5242
"",2,Stockholm,4,1,2018-03-26,5,2726,2018-03-26,5242
"",3,Stockholm,1,2,2018-04-16,5,3029,2018-04-16,5242
"",2,Stockholm,4,1,2018-09-07,5,3061,2018-09-09,5242
Nej,2,Stockholm,4,1,2018-03-28,5,3154,2018-03-28,5242
Ja,3,Stockholm,2,3,2018-03-22,5,3180,2018-03-23,5242
Ja,1,Stockholm,1,1,2018-03-26,5,3191,2018-03-26,5242
Ja,1,Stockholm,4,2,2018-05-25,5,120,2018-05-28,5242
"",1,Stockholm,4,2,2018-08-13,5,122,2018-08-14,5242
Ja,2,Stockholm,2,2,2018-04-10,5,148,2018-04-11,5242
Intresserad,3,Stockholm,1,1,2018-03-22,5,189,2018-03-25,5242
Ja,2,Stockholm,3,2,2018-08-29,5,234,2018-08-30,5242
"",1,Stockholm,2,2,2018-04-04,5,250,2018-04-05,5242
"",1,Stockholm,4,2,2018-03-22,5,395,2018-03-25,5242
"",3,Stockholm,2,2,2018-03-28,5,405,2018-03-29,5242
"",2,Stockholm,3,3,2018-04-20,5,700,2018-04-23,5242
"",2,Stockholm,2,1,2018-10-24,5,788,2018-10-25,5242
Ja,3,Stockholm,2,2,2018-04-11,5,808,2018-04-12,5242
Ja,3,Stockholm,2,1,2018-08-08,5,920,2018-08-09,5242
Ja,1,Stockholm,3,3,2018-10-22,5,948,2018-10-23,5242
"",2,Stockholm,2,2,2018-10-17,5,1110,2018-10-18,5242
"",2,Stockholm,4,3,2018-03-22,5,1297,2018-03-25,5242
"",1,Stockholm,1,1,2018-09-14,5,1551,2018-09-17,5242
"",1,Stockholm,2,3,2018-03-22,5,1631,2018-03-25,5242
"",1,Stockholm,2,2,2018-10-03,5,1718,2018-10-04,5242
"",2,Stockholm,2,1,2018-10-31,5,1729,2018-11-02,5242
"",1,Stockholm,2,3,2018-04-04,5,1931,2018-04-05,5242
Intresserad,3,Stockholm,4,2,2018-10-12,5,1944,2018-10-15,5242
Ja,2,Stockholm,3,2,2018-10-01,5,2001,2018-10-02,5242
Ja,2,Stockholm,4,2,2018-04-16,5,2077,2018-04-17,5242
"",2,Stockholm,4,2,2018-03-22,5,2097,2018-03-25,5242
Ja,1,Stockholm,2,3,2018-03-22,5,2217,2018-03-25,5242
"",3,Stockholm,3,2,2018-04-10,5,2278,2018-04-11,5242
Ja,1,Stockholm,1,3,2018-03-22,5,2351,2018-03-25,5242
Ja,2,Stockholm,2,1,2018-03-22,5,2385,2018-03-25,5242
Intresserad,3,Stockholm,2,3,2018-05-16,5,2414,2018-05-17,5242
"",1,Stockholm,3,3,2018-04-11,5,2480,2018-04-12,5242
"",2,Stockholm,1,1,2018-03-22,5,2488,2018-03-25,5242
"",3,Stockholm,1,1,2018-08-08,5,2596,2018-08-09,5242
"",3,Stockholm,3,3,2018-03-26,5,2726,2018-03-27,5242
"",1,Stockholm,2,1,2018-04-16,5,3029,2018-04-17,5242
"",1,Stockholm,2,3,2018-09-07,5,3061,2018-09-10,5242
Nej,3,Stockholm,1,2,2018-03-28,5,3154,2018-03-29,5242
Ja,2,Stockholm,1,1,2018-03-22,5,3180,2018-03-25,5242
Ja,2,Stockholm,3,2,2018-03-26,5,3191,2018-03-27,5242
Ja,3,Stockholm,1,2,2018-04-11,5,560,2018-04-10,5419
"",1,Stockholm,4,1,2018-04-11,5,560,2018-04-11,5419
Ja,2,Stockholm,2,3,2018-04-11,5,560,2018-04-12,5419
Ja,2,Stockholm,1,2,2018-04-06,5,236,2018-04-05,5413
"",3,Stockholm,2,2,2018-03-28,5,833,2018-03-27,5413
Ja,3,Stockholm,2,2,2018-03-22,5,1539,2018-03-22,5413
"",3,Stockholm,2,3,2018-09-21,5,1880,2018-09-20,5413
Ja,1,Stockholm,2,1,2018-04-06,5,236,2018-04-08,5413
"",2,Stockholm,4,1,2018-03-28,5,833,2018-03-28,5413
Ja,1,Stockholm,3,3,2018-03-22,5,1539,2018-03-23,5413
"",2,Stockholm,4,1,2018-09-21,5,1880,2018-09-23,5413
"",3,Stockholm,4,3,2018-04-06,5,236,2018-04-09,5413
"",1,Stockholm,1,3,2018-03-28,5,833,2018-03-29,5413
Ja,2,Stockholm,1,1,2018-03-22,5,1539,2018-03-25,5413
"",1,Stockholm,3,2,2018-09-21,5,1880,2018-09-24,5413
"",2,Stockholm,1,1,2018-03-22,5,1544,2018-03-22,5342
"",3,Stockholm,3,1,2018-10-03,5,2136,2018-10-02,5342
"",1,Stockholm,4,2,2018-10-10,5,2910,2018-10-09,5342
"",1,Stockholm,2,3,2018-03-22,5,1544,2018-03-23,5342
"",1,Stockholm,4,2,2018-10-03,5,2136,2018-10-03,5342
"",3,Stockholm,3,3,2018-10-10,5,2910,2018-10-10,5342
"",3,Stockholm,3,2,2018-03-22,5,1544,2018-03-25,5342
"",2,Stockholm,1,3,2018-10-03,5,2136,2018-10-04,5342
"",2,Stockholm,1,1,2018-10-10,5,2910,2018-10-11,5342
"",2,Stockholm,2,2,2018-03-22,5,102,2018-03-22,5330
"",2,Stockholm,2,1,2018-04-06,5,1082,2018-04-05,5330
Ja,1,Stockholm,1,2,2018-03-22,5,1404,2018-03-22,5330
"",1,Stockholm,3,3,2018-08-22,5,3070,2018-08-21,5330
"",3,Stockholm,4,1,2018-03-28,5,3328,2018-03-27,5330
"",3,Stockholm,1,3,2018-03-22,5,102,2018-03-23,5330
Ja,1,Stockholm,3,2,2018-04-06,5,1082,2018-04-08,5330
Ja,3,Stockholm,4,1,2018-03-22,5,1404,2018-03-23,5330
"",2,Stockholm,1,1,2018-08-22,5,3070,2018-08-22,5330
"",1,Stockholm,3,3,2018-03-28,5,3328,2018-03-28,5330
"",1,Stockholm,3,1,2018-03-22,5,102,2018-03-25,5330
Ja,3,Stockholm,1,3,2018-04-06,5,1082,2018-04-09,5330
"",2,Stockholm,3,3,2018-03-22,5,1404,2018-03-25,5330
"",3,Stockholm,2,2,2018-08-22,5,3070,2018-08-23,5330
"",2,Stockholm,1,2,2018-03-28,5,3328,2018-03-29,5330
"",1,Stockholm,4,2,2018-03-22,6,737,2018-03-22,6129
"",3,Stockholm,1,1,2018-03-22,6,737,2018-03-23,6129
"",2,Stockholm,3,3,2018-03-22,6,737,2018-03-25,6129
"",3,Stockholm,4,3,2018-05-25,6,1357,2018-05-24,6122
"",1,Stockholm,2,2,2018-05-25,6,1357,2018-05-27,6122
"",2,Stockholm,1,1,2018-05-25,6,1357,2018-05-28,6122
Nej,2,Stockholm,2,2,2018-10-17,6,299,2018-10-16,6113
Nej,3,Stockholm,4,3,2018-10-17,6,299,2018-10-17,6113
Nej,1,Stockholm,3,1,2018-10-17,6,299,2018-10-18,6113
"",1,Stockholm,2,1,2018-03-22,6,2686,2018-03-22,6113
"",2,Stockholm,1,2,2018-03-22,6,2686,2018-03-23,6113
"",3,Stockholm,3,3,2018-03-22,6,2686,2018-03-25,6113
"",1,Stockholm,1,3,2018-04-25,6,1279,2018-04-24,6112
"",1,Stockholm,1,2,2018-09-19,6,2949,2018-09-18,6112
Ja,2,Stockholm,2,1,2018-04-25,6,1279,2018-04-25,6112
"",2,Stockholm,4,1,2018-09-19,6,2949,2018-09-19,6112
Ja,3,Stockholm,4,2,2018-04-25,6,1279,2018-04-26,6112
"",3,Stockholm,2,3,2018-09-19,6,2949,2018-09-20,6112
Nej,3,Stockholm,4,2,2018-03-22,6,2178,2018-03-22,6113
"",1,Stockholm,2,1,2018-03-22,6,2178,2018-03-23,6113
Ja,2,Stockholm,1,3,2018-03-22,6,2178,2018-03-25,6113
"",1,Stockholm,4,2,2018-04-10,7,1529,2018-04-09,7612
"",1,Stockholm,2,3,2018-09-12,7,1985,2018-09-11,7612
Ja,3,Stockholm,2,1,2018-04-10,7,1529,2018-04-10,7612
"",2,Stockholm,1,2,2018-09-12,7,1985,2018-09-12,7612
"",2,Stockholm,3,3,2018-04-10,7,1529,2018-04-11,7612
"",3,Stockholm,3,1,2018-09-12,7,1985,2018-09-13,7612
"",3,Stockholm,3,3,2018-08-29,7,65,2018-08-28,7113
"",1,Stockholm,4,3,2018-03-22,7,107,2018-03-22,7113
"",1,Stockholm,3,1,2018-05-18,7,1940,2018-05-17,7113
"",3,Stockholm,4,2,2018-10-29,7,3269,2018-10-29,7113
"",1,Stockholm,4,1,2018-08-29,7,65,2018-08-29,7113
"",3,Stockholm,1,1,2018-03-22,7,107,2018-03-23,7113
"",3,Stockholm,1,2,2018-05-18,7,1940,2018-05-20,7113
"",2,Stockholm,1,3,2018-10-29,7,3269,2018-10-30,7113
"",2,Stockholm,1,2,2018-08-29,7,65,2018-08-30,7113
"",2,Stockholm,2,2,2018-03-22,7,107,2018-03-25,7113
"",2,Stockholm,4,3,2018-05-18,7,1940,2018-05-21,7113
"",1,Stockholm,3,1,2018-10-29,7,3269,2018-10-31,7113
"",2,Stockholm,3,2,2018-10-26,7,1188,2018-10-25,7420
"",1,Stockholm,1,3,2018-10-26,7,1188,2018-10-29,7420
"",3,Stockholm,4,1,2018-10-26,7,1188,2018-10-30,7420
"",2,Stockholm,3,1,2018-03-30,7,1212,2018-03-29,7131
"",3,Stockholm,1,2,2018-10-03,7,2372,2018-10-02,7131
"",1,Stockholm,2,3,2018-03-30,7,2411,2018-03-29,7131
"",3,Stockholm,1,2,2018-05-09,7,3141,2018-05-08,7131
"",1,Stockholm,2,2,2018-03-30,7,1212,2018-04-01,7131
"",1,Stockholm,2,3,2018-10-03,7,2372,2018-10-03,7131
"",3,Stockholm,4,1,2018-03-30,7,2411,2018-04-01,7131
"",1,Stockholm,4,1,2018-05-09,7,3141,2018-05-09,7131
"",3,Stockholm,4,3,2018-03-30,7,1212,2018-04-02,7131
"",2,Stockholm,4,1,2018-10-03,7,2372,2018-10-04,7131
"",2,Stockholm,1,2,2018-03-30,7,2411,2018-04-02,7131
"",2,Stockholm,2,3,2018-05-09,7,3141,2018-05-10,7131
"",1,Stockholm,1,3,2018-09-07,7,1378,2018-09-06,7231
"",2,Stockholm,3,1,2018-03-22,7,3044,2018-03-22,7231
"",1,Stockholm,4,1,2018-05-18,7,3108,2018-05-17,7231
"",1,Stockholm,1,2,2018-04-04,7,3292,2018-04-03,7231
"",3,Stockholm,3,2,2018-09-07,7,1378,2018-09-09,7231
"",1,Stockholm,2,3,2018-03-22,7,3044,2018-03-23,7231
"",2,Stockholm,1,3,2018-05-18,7,3108,2018-05-20,7231
Nej,2,Stockholm,4,1,2018-04-04,7,3292,2018-04-04,7231
